X,Y,Donjek_asp,northness,profilecur,tangential,Sx_G2_d200,Sx_G13_d20,Donjek_slo,DonjekDEM_,Sx_G4_d200
595989.622918296,6740527.81990766,142.25319,-0.18818,-0.00066,0.00313,-1.77000,-1.74000,13.76785,2256.00000,-0.79000
595970.775392531,6740501.80734735,154.29004,-0.16587,-0.00174,0.00405,-0.51000,-3.82000,10.60812,2249.00000,1.92000
595954.812524482,6740478.59837009,143.13010,-0.14202,-0.00088,-0.00322,2.02000,0.00000,8.88066,2243.00000,4.47000
595939.74735549,6740454.06294972,143.13010,-0.12350,-0.00088,-0.00322,2.02000,0.00000,8.88066,2243.00000,4.47000
595922.887178145,6740428.17204201,141.00900,-0.12942,-0.00142,-0.00245,4.55000,-0.91000,9.58487,2238.00000,5.75000
595906.545135892,6740403.32581977,129.68546,-0.11971,-0.00033,-0.00109,3.04000,-2.26000,10.80526,2244.00000,3.04000
595888.956163757,6740377.28005327,108.43495,-0.04939,-0.00126,-0.00179,7.05000,-2.43000,8.98488,2240.00000,7.05000
595871.572604249,6740352.93766371,122.00539,-0.04330,0.00326,0.00332,1.01000,-6.71000,6.72553,2247.00000,0.64000
595854.994108097,6740327.40856411,122.00539,-0.06207,0.00326,0.00332,1.01000,-6.71000,6.72553,2247.00000,0.64000
595837.584064189,6740302.82432018,142.12502,-0.09598,0.00032,-0.00074,4.80000,-4.07000,6.10126,2244.00000,3.17000
595820.071344616,6740278.19270579,130.23636,-0.06836,0.00005,-0.00067,5.80000,-3.47000,6.07533,2241.00000,4.47000
595804.610692591,6740254.4367665,130.23636,-0.06836,0.00005,-0.00067,5.80000,-3.47000,6.07533,2241.00000,4.47000
595787.831667307,6740228.21316442,94.89909,-0.00932,0.00105,0.00080,15.32000,-4.51000,6.26462,2244.00000,7.51000
595771.983714962,6740204.76304221,94.89909,-0.00932,0.00105,0.00080,15.32000,-4.51000,6.26462,2244.00000,7.51000
595757.01035966,6740178.16354688,100.00798,-0.02171,-0.00010,-0.00031,26.13000,-5.42000,6.15792,2247.00000,14.39000
595740.201270815,6740151.46692796,83.36749,0.01548,-0.00116,-0.00129,30.45000,-5.32000,7.70422,2246.00000,22.59000
595722.660266438,6740128.83877807,83.36749,0.01548,-0.00116,-0.00129,30.45000,-5.32000,7.70422,2246.00000,22.59000
596012.508215034,6739941.14654845,59.47029,0.07117,-0.00682,-0.00398,30.07000,4.29000,8.05334,2199.00000,27.16000
596029.152092819,6739966.670229,120.37913,-0.05283,-0.00243,-0.00127,26.74000,-1.74000,5.99683,2202.00000,18.77000
596045.777060664,6739991.63961331,135.00000,-0.04988,-0.00145,-0.00145,21.91000,-0.91000,4.04469,2199.00000,14.76000
596062.695785539,6740016.24077989,150.25513,-0.08706,0.00087,0.00057,16.96000,-1.81000,5.75474,2204.00000,4.76000
596079.540675506,6740041.6723261,143.97263,-0.08674,-0.00021,-0.00041,11.25000,-1.36000,4.85899,2206.00000,3.57000
596095.436302837,6740067.76692743,137.12109,-0.08688,0.00242,0.00065,8.05000,-1.36000,6.80923,2205.00000,1.19000
596110.064118018,6740093.30172285,135.00000,-0.08072,-0.00112,0.00072,2.28000,-1.36000,6.55482,2207.00000,1.28000
596126.46184828,6740119.12282551,138.01279,-0.06228,-0.00042,-0.00062,1.01000,-1.43000,4.80642,2204.00000,1.28000
596142.594204686,6740144.23312906,129.80557,-0.06220,-0.00221,-0.00005,1.01000,-1.43000,5.57601,2206.00000,1.92000
596157.300683836,6740171.02493438,108.43495,-0.01561,-0.00316,0.00134,2.02000,-2.15000,6.20388,2208.00000,5.75000
596172.188106346,6740196.29515721,111.03751,-0.01561,-0.00034,0.00075,0.51000,-1.43000,2.49230,2206.00000,2.56000
596189.886122553,6740221.35707225,49.08562,0.02806,0.00137,0.00195,1.52000,-4.29000,3.54948,2207.00000,5.75000
596206.726412223,6740246.02796511,68.19859,0.01249,0.00067,0.00016,4.04000,-4.07000,1.92769,2203.00000,5.15000
596222.757401798,6740271.51071964,68.19859,0.01249,0.00067,0.00016,4.04000,-4.07000,1.92769,2203.00000,5.15000
596238.157814872,6740296.6514643,161.56505,-0.06541,-0.00235,0.00070,4.38000,-0.72000,3.95712,2203.00000,4.76000
596253.797901664,6740320.52613412,152.52557,-0.06541,0.00009,0.00178,2.53000,1.40000,5.03227,2206.00000,-0.40000
596332.327865658,6740256.61811821,117.03086,-0.07700,0.00061,-0.00084,5.05000,-3.65000,9.75401,2191.00000,6.38000
596360.386494099,6740208.52820134,107.65012,-0.04330,-0.00404,-0.00433,11.00000,1.43000,8.21068,2179.00000,11.00000
596385.627705276,6740152.44453014,87.51044,0.00619,0.00049,0.00157,3.04000,-4.85000,8.18785,2184.00000,3.97000
596411.574254918,6740095.61330975,95.44033,-0.01239,-0.00010,0.00135,3.04000,-5.71000,7.51078,2178.00000,5.75000
596436.826604294,6740045.1065201,115.34618,-0.05869,0.00081,0.00083,1.52000,-6.76000,7.48571,2177.00000,3.20000
596463.418186711,6739991.06280579,113.55226,-0.05266,-0.00034,0.00076,2.02000,-4.52000,7.57308,2167.00000,2.56000
596487.958659124,6739937.63200556,116.56505,-0.04969,0.00037,0.00087,2.02000,-5.32000,6.37937,2161.00000,3.84000
596515.039920228,6739881.41627057,120.96376,-0.04035,-0.00020,-0.00021,3.54000,-4.29000,6.23939,2158.00000,3.57000
596541.624253129,6739829.410827,116.56505,-0.04969,0.00065,0.00141,9.29000,-4.29000,6.37937,2151.00000,5.15000
596568.114290794,6739775.6439347,124.50852,-0.06825,-0.00203,-0.00228,15.56000,-2.86000,6.91918,2142.00000,7.90000
596595.243582311,6739721.49726848,62.74467,0.08386,-0.00265,-0.00352,22.77000,-0.72000,6.61699,2141.00000,11.75000
596621.370631954,6739668.84900458,48.46823,0.09586,0.00037,0.00169,31.75000,-6.42000,8.31257,2148.00000,23.93000
596697.335996186,6739688.43839466,64.09349,0.05274,0.00072,-0.00300,22.77000,-5.71000,6.93280,2135.00000,9.06000
596730.05377375,6739743.66681329,75.96376,0.03099,-0.00302,-0.00085,14.38000,-2.86000,7.34194,2127.00000,8.28000
596753.846816152,6739797.20534117,85.36454,0.03417,-0.00191,-0.00076,9.04000,-2.86000,6.61699,2127.00000,9.04000
596779.078891707,6739851.46466618,123.69006,-0.07432,0.00115,0.00027,4.72000,-5.71000,7.70016,2126.00000,5.11000
596801.478198552,6739906.80236189,98.13010,-0.02162,0.00084,0.00120,4.30000,-3.65000,8.79281,2123.00000,4.47000
596823.216703835,6739962.94239779,77.34744,0.03396,-0.00024,0.00127,6.05000,-1.97000,8.91902,2122.00000,7.64000
596843.425758763,6740016.71371141,100.30485,-0.02476,0.00057,-0.00058,6.05000,4.49000,7.95580,2116.00000,8.90000
596858.213758909,6740061.43064973,110.09523,-0.04644,0.00053,-0.00054,6.55000,5.32000,7.76893,2117.00000,9.45000
596734.744734532,6740046.77531783,124.59229,-0.12208,0.00278,0.00299,2.70000,-6.99000,12.41692,2140.00000,3.57000
596677.949773711,6740033.14712155,109.29005,-0.03417,-0.00075,-0.00212,5.05000,-6.32000,7.54407,2144.00000,7.01000
596618.330865588,6740016.71734603,98.84181,-0.02166,0.00075,0.00088,4.04000,-4.97000,8.09973,2151.00000,4.47000
596559.40731207,6740004.02091934,104.93142,-0.00932,-0.00088,0.00027,3.04000,-2.86000,5.54184,2159.00000,5.11000
596501.840463886,6739989.30679127,108.43495,-0.03724,-0.00053,0.00033,2.53000,-4.97000,6.76286,2162.00000,4.47000
596443.182714121,6739976.90380699,113.55226,-0.05266,-0.00034,0.00076,2.02000,-4.52000,7.57308,2167.00000,2.56000
596385.269128123,6739962.31440713,122.90524,-0.06821,-0.00061,-0.00042,4.04000,-4.29000,7.21260,2175.00000,4.04000
596326.979903195,6739948.5443549,138.81407,-0.09913,0.00141,0.00414,5.80000,-5.42000,7.56894,2179.00000,1.19000
596265.974055897,6739933.49743852,150.42216,-0.11462,0.00331,0.00097,9.04000,-3.58000,7.57308,2184.00000,4.47000
596212.522943657,6739917.95020004,104.34933,-0.03405,0.00022,-0.00002,16.49000,-1.81000,7.89666,2183.00000,7.01000
596152.57570334,6739902.86924889,83.15723,0.00000,0.00232,0.00120,21.03000,-4.21000,4.49908,2194.00000,13.64000
596101.865503498,6739886.53025592,82.40536,0.01244,-0.00346,-0.00169,24.68000,0.00000,5.40294,2194.00000,19.12000
596036.589879768,6739871.25045021,55.30485,0.16109,-0.00275,0.00025,30.51000,-8.96000,23.97449,2217.00000,33.10000
595488.211332752,6740747.9366129,137.04541,-0.08994,0.00099,-0.00059,1.01000,-2.43000,7.05858,2306.00000,1.92000
595456.027661332,6740759.56895435,137.60257,-0.07154,0.00027,0.00014,1.01000,-2.81000,5.55895,2309.00000,3.20000
595402.992298068,6740783.05884686,141.70984,-0.11741,-0.00102,0.00001,1.01000,-3.09000,8.60340,2315.00000,3.84000
595347.914375607,6740807.822834,142.76517,-0.07775,0.00014,-0.00076,1.27000,-2.86000,5.60432,2326.00000,3.20000
595293.796284338,6740832.07716845,127.87498,-0.06525,-0.00100,-0.00147,3.54000,-0.91000,6.10126,2328.00000,4.47000
595239.075493833,6740856.79386659,113.55226,-0.07447,0.00002,0.00018,5.55000,-3.17000,7.57308,2340.00000,4.04000
595184.217649399,6740881.03903887,111.50143,-0.06211,-0.00077,-0.00005,5.30000,-2.81000,6.32476,2346.00000,3.97000
595130.337219889,6740906.00842704,117.25533,-0.05277,0.00086,0.00264,5.55000,-3.62000,6.61699,2352.00000,3.17000
595074.080063076,6740932.0815495,135.00000,-0.08386,-0.00046,-0.00016,4.30000,-2.26000,6.80460,2360.00000,3.84000
595019.660821666,6740955.45771084,142.43141,-0.08083,0.00146,0.00184,5.30000,-2.26000,5.85281,2365.00000,4.76000
594992.414266794,6740966.85246863,147.09476,-0.10541,0.00162,0.00269,8.05000,-2.72000,7.21260,2371.00000,9.83000
594979.145295781,6740976.35910176,147.09476,-0.10541,0.00162,0.00269,8.05000,-2.72000,7.21260,2371.00000,9.83000
595030.692972343,6741003.33539711,106.18921,-0.02798,-0.00064,-0.00101,7.05000,-1.43000,5.76023,2367.00000,4.04000
595078.382517734,6741037.77014424,143.74615,-0.06857,0.00006,-0.00277,3.29000,1.43000,3.32677,2364.00000,4.47000
595124.980750759,6741073.55434922,133.21008,-0.09592,-0.00360,-0.00293,3.04000,-2.81000,8.05334,2362.00000,3.04000
595174.337144858,6741109.82406795,150.25513,-0.12978,0.00192,0.00133,-0.51000,-2.81000,8.59617,2367.00000,1.28000
595222.82130642,6741143.33454117,141.34019,-0.12343,0.00158,-0.00079,0.00000,3.82000,9.09464,2367.00000,1.92000
595272.647268451,6741179.34785776,151.18921,-0.12988,0.00171,-0.00030,-1.01000,1.36000,8.11897,2369.00000,1.28000
595370.818635786,6741246.80996941,202.24902,-0.13601,0.00141,0.00453,-4.30000,3.65000,8.45010,2379.00000,-3.97000
595425.359158283,6741284.64022789,167.38068,-0.20472,-0.00134,0.00446,-5.55000,11.64000,12.10967,2385.00000,-6.05000
595444.833221795,6741267.66723472,135.97102,-0.18143,0.00140,0.00354,2.02000,10.83000,14.61623,2374.00000,-1.28000
595452.44346897,6741208.53239707,126.86990,-0.11057,-0.00165,-0.00156,2.02000,10.01000,10.61966,2364.00000,8.90000
595459.763110989,6741149.37105863,163.30075,-0.18401,-0.00439,-0.00321,0.00000,2.86000,11.07592,2350.00000,1.92000
595468.751826979,6741088.99346018,156.80141,-0.08711,-0.00210,-0.00472,4.04000,5.71000,5.43801,2345.00000,4.04000
595475.651091408,6741030.5031966,99.16235,-0.04359,0.00277,0.00073,-2.02000,0.56000,5.60432,2346.00000,-1.28000
595480.010452802,6740971.71154605,144.92624,-0.14457,0.00527,0.00338,-3.79000,0.28000,10.17418,2341.00000,-4.36000
595484.458327546,6740910.96164185,159.10223,-0.16904,0.00154,0.00189,-0.51000,-0.28000,10.42455,2323.00000,1.92000
595490.178489187,6740850.89842071,149.38139,-0.15076,-0.00104,-0.00242,2.02000,-1.43000,10.08922,2313.00000,5.11000
595497.844453939,6740791.96929027,114.77514,-0.03735,-0.00075,0.00221,0.76000,-2.26000,5.11357,2309.00000,1.99000
595505.130207293,6740732.27064308,137.04541,-0.08994,0.00099,-0.00059,1.01000,-2.43000,7.05858,2306.00000,1.92000
595511.911761176,6740672.29334601,116.56505,-0.04354,0.00012,-0.00012,2.02000,-1.81000,5.58735,2300.00000,2.56000
595519.148145858,6740612.93918793,118.30076,-0.03423,0.00082,0.00083,1.52000,-2.81000,5.27233,2299.00000,0.00000
595525.567097611,6740553.52960003,184.63547,-0.11485,0.00177,0.00379,1.77000,-2.53000,6.61699,2292.00000,-0.40000
595532.642225032,6740493.76247333,186.70984,-0.10565,-0.00190,0.00047,5.05000,4.29000,6.10643,2284.00000,3.57000
595540.375498816,6740433.19587916,117.18111,-0.05888,0.00115,0.00049,7.30000,-3.37000,7.40573,2280.00000,5.94000
595548.292189578,6740372.39010492,102.52881,-0.03695,-0.00122,-0.00367,11.00000,-3.09000,9.80759,2275.00000,11.00000
595551.956447179,6740314.49389403,79.38034,0.04319,0.00046,-0.00190,21.03000,-6.71000,11.50181,2277.00000,12.13000
595556.387622738,6740254.31158473,69.86369,0.05532,0.00033,0.00027,25.93000,-8.64000,11.29378,2280.00000,16.60000
595568.803668241,6740237.05623088,64.57313,0.08867,-0.00232,-0.00287,27.54000,-7.13000,11.91851,2273.00000,16.60000
595615.246759475,6740271.38411343,77.00539,0.03699,0.00031,0.00030,17.88000,-6.16000,9.46813,2266.00000,11.75000
595655.434000185,6740315.99153768,102.80427,-0.03094,0.00033,0.00007,11.25000,-3.65000,8.02616,2260.00000,9.06000
595696.423752596,6740360.03454553,147.09476,-0.07748,0.00305,0.00166,5.05000,-4.51000,7.21260,2263.00000,2.56000
595736.191933298,6740403.28846023,145.00798,-0.12357,0.00363,0.00123,2.28000,-4.16000,8.67539,2264.00000,1.19000
595776.310593943,6740450.44513759,145.78430,-0.15353,0.00016,-0.00201,1.01000,-3.93000,10.70004,2263.00000,1.01000
595817.663113153,6740493.84316085,155.69545,-0.18951,0.00480,0.00334,-2.53000,-4.07000,12.00194,2271.00000,-1.92000
595858.833311273,6740537.89792173,142.12502,-0.16502,0.00095,-0.00241,2.02000,-2.72000,12.06721,2269.00000,2.02000
595872.503568287,6740553.9812055,142.12502,-0.23541,0.00095,-0.00241,2.02000,-2.72000,12.06721,2269.00000,2.02000
595842.885177921,6740588.01993931,153.97041,-0.13290,0.00234,-0.00322,-1.01000,1.43000,8.50519,2275.00000,0.64000
595786.617396182,6740612.56567399,154.44003,-0.07165,0.00020,0.00250,-2.02000,-2.25000,4.55526,2285.00000,-0.79000
595732.599739091,6740637.23806666,175.60129,-0.08098,-0.00185,-0.00125,0.00000,2.86000,4.65874,2283.00000,1.92000
595677.494768383,6740663.12783095,165.06857,-0.09330,-0.00053,0.00054,0.68000,-1.43000,5.54184,2290.00000,1.59000
595623.730505024,6740686.82237587,163.44293,-0.11479,0.00135,0.00050,0.00000,-2.26000,6.87816,2296.00000,1.19000
595566.599011405,6740710.49413643,158.49857,-0.10250,0.00095,-0.00055,1.01000,-0.45000,6.32476,2297.00000,1.99000
595538.807394568,6740722.3451121,135.00000,-0.08684,-0.00010,0.00176,0.34000,-1.81000,7.05413,2303.00000,2.56000
595315.407882176,6740559.41690394,87.39744,-0.04326,-0.00257,-0.00172,22.13000,-2.86000,7.83706,2309.00000,11.99000
595272.236894508,6740599.16897251,93.50353,-0.05592,-0.00171,-0.00278,19.92000,-3.65000,8.72184,2315.00000,13.27000
595235.880081972,6740647.77161865,99.24611,-0.03425,-0.00321,-0.00024,14.38000,-2.86000,7.75280,2323.00000,15.13000
595204.573358412,6740698.77589957,119.05460,-0.06199,-0.00244,-0.00268,12.94000,-1.36000,7.33339,2324.00000,14.02000
595175.858109733,6740749.99387033,119.29137,-0.07111,0.00138,-0.00202,13.90000,-3.17000,8.35744,2334.00000,13.64000
595177.025397381,6740806.76705211,146.76828,-0.09010,0.00175,0.00444,9.29000,-4.49000,6.18350,2344.00000,5.15000
595193.086940919,6740864.34978911,123.69006,-0.05266,0.00041,0.00166,7.55000,-3.62000,6.42860,2345.00000,4.76000
595222.705831986,6740913.00176706,128.41806,-0.07140,0.00081,-0.00186,3.79000,-2.08000,6.59792,2342.00000,3.84000
595266.262265547,6740955.85495156,133.21008,-0.09592,0.00064,0.00224,1.01000,0.28000,8.05334,2344.00000,1.59000
595312.106407584,6740996.52795397,124.11447,-0.09018,-0.00297,-0.00134,4.04000,3.62000,6.67385,2340.00000,4.47000
595406.971622266,6741041.14224743,106.92751,-0.04680,0.00132,0.00013,0.00000,-0.69000,4.29657,2349.00000,0.00000
595466.562424264,6741029.22103223,99.16235,-0.01555,0.00277,0.00073,-2.02000,0.56000,5.60432,2346.00000,-1.28000
595525.155669273,6741016.54159893,184.89909,-0.10872,-0.00136,-0.00028,2.02000,4.07000,6.26462,2339.00000,3.84000
595568.657599271,6740990.74326562,167.79953,-0.22504,0.00354,0.00133,-3.29000,3.62000,13.31105,2334.00000,-3.84000
595609.99152873,6740947.38026647,160.30138,-0.24444,-0.00182,0.00074,-1.77000,4.16000,15.04862,2319.00000,-1.28000
595650.75514989,6740899.87531743,166.21840,-0.16327,-0.00134,-0.00047,-0.34000,6.32000,9.67781,2308.00000,-1.19000
595688.343270648,6740855.8991616,146.30994,-0.14762,-0.00027,-0.00402,2.02000,4.97000,10.21938,2298.00000,3.84000
595710.741643452,6740801.08101906,116.56505,0.00310,-0.00056,-0.00045,4.04000,2.72000,8.73964,2295.00000,4.04000
595725.878104031,6740743.91883689,84.80557,0.01238,0.00222,0.00166,1.01000,0.45000,7.86096,2291.00000,1.92000
595738.66025856,6740685.94173916,104.03624,-0.02487,0.00206,0.00165,-0.68000,-2.53000,5.88513,2291.00000,-0.64000
595735.564601657,6740627.26138985,175.60129,-0.08098,-0.00185,-0.00125,0.00000,2.86000,4.65874,2283.00000,1.92000
595724.681471941,6740568.61456114,172.87498,-0.09950,0.00313,0.00120,-2.02000,-1.04000,5.75474,2283.00000,0.00000
595695.494680761,6740519.0493977,166.26373,-0.13917,0.00140,0.00187,0.51000,-0.45000,8.23722,2275.00000,0.00000
595655.738864173,6740473.93367935,144.78241,-0.10536,-0.00093,-0.00174,4.04000,0.69000,7.40996,2269.00000,3.84000
595608.511756793,6740449.48036374,132.06433,-0.11394,-0.00104,0.00046,5.05000,-0.84000,9.79186,2274.00000,3.97000
595548.92859592,6740445.64403909,138.17982,-0.05919,0.00121,-0.00267,6.05000,-2.08000,4.55526,2281.00000,5.54000
595489.89151948,6740448.56671208,90.00000,0.00000,-0.00041,0.00021,8.05000,-2.53000,3.93290,2284.00000,5.94000
595437.837451567,6740472.86577624,76.32869,0.02488,-0.00044,-0.00059,14.85000,-1.39000,6.78608,2291.00000,9.45000
595388.587501083,6740507.09400437,101.72511,-0.03389,-0.00109,-0.00237,17.19000,-1.39000,9.60096,2296.00000,10.76000
595340.656070669,6740543.33241164,106.92751,-0.04326,0.00297,0.00046,16.26000,-3.65000,8.54535,2307.00000,8.27000
595346.156866103,6741974.9905446,219.50768,-0.17356,0.00020,-0.00021,-8.55000,12.91000,13.00008,2517.00000,-10.76000
596239.24097752,6740060.81891303,143.88066,-0.11137,-0.00140,-0.00290,3.04000,0.00000,8.14583,2194.00000,3.04000
596221.727121773,6740003.05837304,142.35239,-0.10835,-0.00010,0.00093,2.78000,-2.26000,7.86493,2192.00000,1.28000
596212.279749836,6739944.49841914,124.99202,-0.04362,0.00039,-0.00371,12.46000,1.43000,4.36270,2183.00000,8.05000
596208.02485131,6739883.96199339,104.34933,-0.03405,0.00022,-0.00002,16.49000,-1.81000,7.89666,2183.00000,7.01000
596223.816506535,6739828.43942086,58.76079,0.11285,-0.00211,-0.00206,26.06000,-4.51000,12.56858,2182.00000,22.93000
596251.303667222,6739774.71282017,51.44160,0.16569,-0.00469,0.00062,29.88000,-5.20000,15.41591,2180.00000,27.16000
596292.003440208,6739737.55776407,47.81556,0.17499,-0.00348,-0.00109,31.01000,-6.76000,15.10478,2178.00000,30.22000
596347.245990057,6739711.93061319,30.06858,0.32943,-0.00690,-0.00118,34.24000,-8.53000,22.37436,2179.00000,31.75000
596404.247986578,6739696.3911315,38.88449,0.18801,-0.00364,-0.00119,30.01000,-6.42000,13.97712,2167.00000,27.79000
596465.194323501,6739690.2532155,43.80651,0.14979,-0.00223,-0.00012,30.01000,-5.71000,11.97925,2162.00000,24.92000
596522.013033139,6739696.77541563,57.20047,0.08938,0.00034,0.00109,27.94000,-5.42000,9.49746,2152.00000,20.18000
596573.997247253,6739726.13518875,62.74467,0.05277,-0.00265,-0.00352,22.77000,-0.72000,6.61699,2141.00000,11.75000
596621.45922932,6739763.0798999,127.87498,-0.04364,-0.00208,0.00002,13.42000,-2.86000,4.07606,2140.00000,7.11000
596655.492710763,6739805.56228849,97.12502,-0.01244,0.00051,0.00156,5.30000,-5.89000,5.75474,2139.00000,3.17000
596672.879748799,6739861.00032535,90.00000,-0.00311,-0.00144,-0.00145,6.05000,-1.43000,5.71059,2137.00000,7.01000
596682.126808096,6739920.41963607,140.90614,-0.03419,0.00004,-0.00190,3.71000,-4.29000,7.34194,2137.00000,4.47000
596653.722195417,6740030.70857751,109.29005,-0.04337,-0.00075,-0.00212,5.05000,-6.32000,7.54407,2144.00000,7.01000
596612.830539859,6740075.30538616,99.16235,-0.01555,0.00092,-0.00113,6.05000,-3.58000,5.60432,2151.00000,6.05000
596563.193395219,6740105.65093291,118.49564,-0.05892,-0.00211,-0.00344,7.05000,-1.81000,7.09409,2154.00000,7.05000
596511.608597145,6740134.01533663,117.25533,-0.09889,0.00138,-0.00326,6.05000,-4.76000,6.61699,2168.00000,6.05000
596459.9794911,6740146.90704657,95.19443,-0.00932,-0.00177,-0.00401,8.05000,-1.81000,5.91192,2170.00000,8.05000
596398.711380659,6740148.01993946,87.51044,0.01857,0.00049,0.00157,3.04000,-4.85000,8.18785,2184.00000,3.97000
596340.407319675,6740150.18302844,104.03624,-0.03099,-0.00016,0.00181,2.53000,-5.32000,7.34194,2189.00000,5.75000
596294.691918881,6740128.60946845,109.98311,-0.04947,-0.00018,0.00266,3.04000,-6.43000,8.32382,2195.00000,4.47000
596259.095067532,6740081.34014268,124.69515,-0.11137,0.00122,0.00205,-0.51000,-6.32000,8.43166,2198.00000,1.28000
595730.634782356,6740399.46158978,136.46880,-0.12318,-0.00086,-0.00076,4.30000,-2.72000,9.78241,2256.00000,3.20000
595800.910862147,6740340.43570541,142.12502,-0.05611,0.00093,-0.00073,4.04000,0.00000,4.07606,2247.00000,1.99000
595867.592618925,6740282.10482291,135.00000,-0.09598,0.00046,0.00015,2.78000,-4.97000,7.80107,2241.00000,2.78000
595939.568550973,6740228.97175535,115.70995,-0.04045,-0.00168,-0.00349,5.05000,0.45000,5.34991,2225.00000,5.05000
596020.412151697,6740186.1454156,119.05460,-0.03119,-0.00041,-0.00042,4.30000,-2.86000,3.68177,2220.00000,1.92000
